,url,length_of_url,number_of_dots,suspicious_words,number_of_hyphens_in_domain,length_of_directory,number_subdirectories_in_url,length_of_domain,words_in_domain,path_tokens,url_contains_ip,has_alexa_rank,use_https,country_code,age,words,entropy,special_chars,length_of_largest_domain_token,average_length_of_domain_tokens,length_of_largest_path_token,average_length_of_path_tokens,suspicious_tld_name,file_name_present,len_of_filename,num_dot_in_filename,num_delims_in_filename,args_present,length_of_arguments,number_of_argument_variables,length_of_largest_variable,maximum_number_of_delims_in_arguments,class
47877,http://astore.amazon.co.uk/allezvinsfrenchr/detail/B000KHX9HY/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.88416,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
47947,http://amazon.co.uk/gp/product/B000MRNTIQ/ref=amb_link_37896865_6/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-7&pf_rd_r=0JNDPEP30B2BDDNW1QEV&pf_rd_t=101&pf_rd_p=139110191&pf_rd_i=229816,192,2,1,0,47,4,12,3,4,0,1,0,225,1,24,5.3179300000000005,1,6,3.33,23,10.5,0,1,19,0,2,1,114,6,20,2,malicious
47998,http://ancestry.co.uk/search/db.aspx?dbid=4921,39,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.5121400000000005,1,8,4.0,6,6.0,0,1,7,1,0,1,10,1,4,0,malicious
48050,http://ancestry.co.uk/search/locality/dbpage.aspx?tp=3243&p=5011&categoryFilterID=33&showPaging=true,93,3,0,0,17,2,14,3,2,0,1,0,225,1,15,4.84261,1,8,4.0,8,7.0,0,1,11,1,0,1,51,4,4,0,malicious
48110,http://astore.amazon.co.uk/allezvinsfrenchr/detail/B000284916/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.77001,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
48137,http://astore.amazon.co.uk/allezvinsfrenchr/detail/0316289442/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.72904,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
48149,http://amazon.co.uk/s/ref=sr_nr_p_4_7/202-2513040-1206232?ie=UTF8&rh=n:595314,70,2,0,0,19,2,12,3,2,0,1,0,225,1,13,4.97271,1,6,3.33,15,8.0,0,1,19,0,2,1,20,2,8,0,malicious
48158,http://amazon.co.uk/gp/product/B000DZIEOG/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-6&pf_rd_r=0YTXYR9PTMC795QCF6Q1&pf_rd_t=101&pf_rd_p=114295791&pf_rd_i=573398,168,2,1,0,23,3,12,3,3,0,1,0,225,1,22,5.33615,1,6,3.33,10,6.33,0,1,19,0,2,1,114,6,20,2,malicious
48180,http://amazon.co.uk/gp/movers-and-shakers/home-garden/ref=pd_ms_hg_nav/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=left-1&pf_rd_r=1E23CDX8BYNDAS1QYMK5&pf_rd_t=2301&pf_rd_p=108886191&pf_rd_i=235605011,199,2,1,0,52,4,12,3,4,0,1,0,225,1,27,5.2501,1,6,3.33,18,11.75,0,1,19,0,2,1,116,6,20,2,malicious
48193,http://amazon.co.uk/Greatest-Films-Ever-Made/lm/RK4X6ED6EP4PO/ref=cm_lmt_dtpa_f_3/202-2513040-1206232,94,2,1,0,63,4,12,3,4,0,1,0,225,1,15,5.07755,1,6,3.33,24,14.5,0,1,19,0,2,0,0,0,0,0,malicious
48204,http://astore.amazon.co.uk/allezvinsfrenchr/detail/0749082119/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.78415,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
48238,http://astore.amazon.co.uk/ukvisit-21/detail/B000AQK79I/203-6933174-0803961,68,3,0,0,30,3,19,4,3,0,0,0,101,1,12,4.88004,1,6,4.0,10,8.67,0,1,19,0,2,0,0,0,0,0,malicious
48366,http://astore.amazon.co.uk/allezvinsfrenchr/detail/1900650460/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.75895,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
48409,http://amazon.co.uk/gp/offer-listing/B000EP7IQU/ref=buy_pb_a_1/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-7&pf_rd_r=1G02TFAR9WCZGPP6SV95&pf_rd_t=101&pf_rd_p=114327691&pf_rd_i=15826471,191,2,1,0,44,4,12,3,4,0,1,0,225,1,25,5.36371,1,6,3.33,14,9.75,0,1,19,0,2,1,116,6,20,2,malicious
48414,http://astore.amazon.co.uk/allezvinsfrenchr/detail/1846770211/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.80402,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
48440,http://amazon.co.uk/Ascaron-Darkstar-One-PC/dp/B000ENQZDY/ref=br_lf_m_580338_1_18_ttl/202-2513040-1206232?_encoding=UTF8&m=A3P5ROKL5A1OLE&s=videogames&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-2&pf_rd_r=088G7FTC09W5YFSBGKG9&pf_rd_t=1401&pf_rd_p=139017291&pf_rd_i=580338,258,2,1,0,67,4,12,3,4,0,1,0,225,1,30,5.43165,1,6,3.33,27,15.5,0,1,19,0,2,1,160,9,20,2,malicious
48446,http://ancestry.co.uk/search/db.aspx?dbid=16097,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.56455,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
48452,http://astore.amazon.co.uk/ukvisit-21/203-6933174-0803961?node=18&page=1,65,3,0,0,12,1,19,4,1,0,0,0,101,1,13,4.88336,1,6,4.0,10,10.0,0,1,19,0,2,1,15,2,2,0,malicious
48465,http://amazon.co.uk/s/ref=sr_pg_3/202-2513040-1206232?ie=UTF8&rh=n:560834,66,2,0,0,15,2,12,3,2,0,1,0,225,1,13,4.95369,1,6,3.33,11,6.0,0,1,19,0,2,1,20,2,8,0,malicious
48471,http://ancestry.co.uk/search/db.aspx?dbid=25794,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.56455,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
48511,http://ancestry.co.uk/search/db.aspx?dbid=16685,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.522,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
48516,http://amazon.co.uk/Frasier-Season-6-Kelsey-Grammer/dp/B000JU7M34/ref=pd_ts_c_th_7/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=right-4&pf_rd_r=1CB22XMVSA47Q387SJ8B&pf_rd_t=101&pf_rd_p=114449791&pf_rd_i=15814581,210,2,1,0,64,4,12,3,4,0,1,0,101,1,27,5.3276900000000005,1,6,3.33,31,14.75,0,1,19,0,2,1,115,6,20,2,malicious
48587,http://amazon.co.uk/gp/product/B000NJM2GS/ref=amb_link_41260165_/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=asin-coop-gp-1-B&pf_rd_r=1QMHJ19JJ3MZCM9PQ0MN&pf_rd_t=101&pf_rd_p=138560091&pf_rd_i=283926,199,2,1,0,46,4,12,3,4,0,1,0,225,1,25,5.27825,1,6,3.33,22,10.25,0,1,19,0,2,1,122,6,20,4,malicious
48593,http://astore.amazon.co.uk/allezvinsfrenchr/detail/B00009VGSG/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.83303,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
48663,http://astore.amazon.co.uk/ukvisit-21/listmania/R32H3RZSFOFVCT/203-6933174-0803961,75,3,0,0,37,3,19,4,3,0,0,0,101,1,12,4.99748,1,6,4.0,14,11.0,0,1,19,0,2,0,0,0,0,0,malicious
48678,http://ancestry.co.uk/search/db.aspx?dbid=14028,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.56455,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
48708,http://amazon.co.uk/b/ref=amb_link_19556165_2/202-2513040-1206232?ie=UTF8&node=526776&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=left-1&pf_rd_r=1YDG6F1QGEYK0704DSZZ&pf_rd_t=101&pf_rd_p=126522891&pf_rd_i=300703,190,2,0,0,27,2,12,3,2,0,1,0,101,1,25,5.25595,1,6,3.33,23,12.0,0,1,19,0,2,1,132,8,20,2,malicious
48746,http://amazon.co.uk/s/ref=amb_link_40777265_7/202-2513040-1206232?ie=UTF8&node=328783011&brand=Casio&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-2&pf_rd_r=04ZN1BYV6AW3P9E199EZ&pf_rd_t=101&pf_rd_p=138832191&pf_rd_i=328228011,210,2,0,0,27,2,12,3,2,0,1,0,225,1,27,5.26323,1,6,3.33,23,12.0,0,1,19,0,2,1,152,9,20,2,malicious
48779,http://astore.amazon.co.uk/allezvinsfrenchr/detail/B000BZ6NAU/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.88416,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
48799,http://astore.amazon.co.uk/ukvisit-21/detail/B00007IT8S/203-6933174-0803961,68,3,0,0,30,3,19,4,3,0,0,0,101,1,12,4.8349,1,6,4.0,10,8.67,0,1,19,0,2,0,0,0,0,0,malicious
48917,http://astore.amazon.co.uk/ukvisit-21/detail/1841463736/203-6933174-0803961,68,3,0,0,30,3,19,4,3,0,0,0,101,1,12,4.69859,1,6,4.0,10,8.67,0,1,19,0,2,0,0,0,0,0,malicious
48991,http://amazon.co.uk/s/ref=amb_link_35419765_7/202-2513040-1206232?ie=UTF8&search-alias=music&field-keywords=B000NJLQVA%7CB000NJLR1Y&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=right-5&pf_rd_r=0PV1QHC61P48Q9XR4DMH&pf_rd_t=101&pf_rd_p=139110091&pf_rd_i=229816,237,2,0,0,27,2,12,3,2,0,1,0,225,1,30,5.50027,1,6,3.33,23,12.0,0,1,19,0,2,1,179,9,23,2,malicious
49053,http://astore.amazon.co.uk/allezvinsfrenchr/detail/B000AXWCY4/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.89347,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
49060,http://ancestry.co.uk/search/db.aspx?dbid=16802,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.56455,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
49150,http://ancestry.co.uk/search/db.aspx?dbid=11559,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.47945,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
49168,http://amazon.co.uk/s/ref=sr_nr_p_4_14/202-2513040-1206232?ie=UTF8&rh=n:595314,71,2,0,0,20,2,12,3,2,0,1,0,225,1,13,4.9245800000000015,1,6,3.33,16,8.5,0,1,19,0,2,1,20,2,8,0,malicious
49231,http://ancestry.co.uk/search/db.aspx?dbid=17414,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.47945,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
49246,http://astore.amazon.co.uk/allezvinsfrenchr/detail/0192842080/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.71007,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
49257,http://amazon.co.uk/Snakes-Arrows-Rush/dp/B000OCZ8C4/ref=pd_ts_c_th_6/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=right-4&pf_rd_r=12S1QZ3G5CSAKJMSF61N&pf_rd_t=101&pf_rd_p=120789591&pf_rd_i=229816,195,2,1,0,51,4,12,3,4,0,1,0,101,1,26,5.29549,1,6,3.33,18,11.5,0,1,19,0,2,1,113,6,20,2,malicious
49259,http://ancestry.co.uk/search/db.aspx?dbid=25730,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.56455,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
49295,http://astore.amazon.co.uk/allezvinsfrenchr/detail/2067122517/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.8194,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
49297,http://amazon.co.uk/b/ref=amb_link_18302565_64/202-2513040-1206232?ie=UTF8&node=3147441&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-10&pf_rd_r=112CHXEKTGGFQWMGVYM5&pf_rd_t=101&pf_rd_p=135512191&pf_rd_i=11052681,197,2,0,0,28,2,12,3,2,0,1,0,225,1,26,5.26536,1,6,3.33,24,12.5,0,1,19,0,2,1,138,8,20,2,malicious
49370,http://amazon.co.uk/gp/help/seller/at-a-glance.html/ref=olp_offerlisting_3/202-2513040-1206232?ie=UTF8&asin=B000F0IOVC&marketplaceSeller=1&seller=A25DAEUOIKMDS8,153,3,1,0,56,5,12,3,5,0,1,0,225,1,21,5.18559,1,6,3.33,22,10.0,0,1,19,0,2,1,66,4,14,0,malicious
49492,http://ancestry.co.uk/search/db.aspx?dbid=27486,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.56455,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
49620,http://ancestry.co.uk/search/db.aspx?dbid=17748,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.522,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
49689,http://astore.amazon.co.uk/allezvinsfrenchr/detail/140191067X/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.83354,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
49708,http://ancestry.co.uk/search/db.aspx?dbid=25717,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.522,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
49725,http://astore.amazon.co.uk/allezvinsfrenchr/detail/B0009EPZOI/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.90885,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
49739,http://astore.amazon.co.uk/ukvisit-21/detail/0002247402/203-6933174-0803961,68,3,0,0,30,3,19,4,3,0,0,0,101,1,12,4.6700300000000015,1,6,4.0,10,8.67,0,1,19,0,2,0,0,0,0,0,malicious
49770,http://astore.amazon.co.uk/allezvinsfrenchr/detail/3190272557/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.82299,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
49795,http://amazon.co.uk/exec/obidos/tg/stores/booklists/hot-25/-/16293171/ref=amb_link_20095565_2/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=left-1&pf_rd_r=03SJPYF62HWKQE6EASNR&pf_rd_t=101&pf_rd_p=114984591&pf_rd_i=16293211,220,2,1,0,75,9,12,3,9,0,1,0,225,1,29,5.2752300000000005,1,6,3.33,23,7.22,0,1,19,0,2,1,114,6,20,2,malicious
49853,http://amazon.co.uk/b/ref=amb_link_22202665_54/202-2513040-1206232?ie=UTF8&node=11052681&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-11&pf_rd_r=1MMWPFCWTCKJMZ5QZ297&pf_rd_t=101&pf_rd_p=136376591&pf_rd_i=11052591,198,2,0,0,28,2,12,3,2,0,1,0,225,1,26,5.2329,1,6,3.33,24,12.5,0,1,19,0,2,1,139,8,20,2,malicious
49885,http://astore.amazon.co.uk/allezvinsfrenchr/detail/1841951439/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.78572,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
49891,http://amazon.co.uk/s/ref=amb_link_41141165_1/202-2513040-1206232?ie=UTF8&field-title=norton%20360&search-alias=software&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-2&pf_rd_r=1GQAD3ZBGVG2G5T6EZCT&pf_rd_t=101&pf_rd_p=137987791&pf_rd_i=300435,227,2,0,0,27,2,12,3,2,0,1,0,225,1,30,5.34604,1,6,3.33,23,12.0,0,1,19,0,2,1,169,9,20,2,malicious
49931,http://amazon.co.uk/s/ref=sr_pg_8/202-2513040-1206232?ie=UTF8&rh=n:13821451,68,2,0,0,15,2,12,3,2,0,1,0,225,1,13,4.92366,1,6,3.33,11,6.0,0,1,19,0,2,1,22,2,10,0,malicious
49981,http://astore.amazon.co.uk/allezvinsfrenchr/detail/0684813637/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.76069,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
49984,http://ancestry.co.uk/search/db.aspx?dbid=22786,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.522,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
49991,http://amazon.co.uk/gp/offer-listing/B000LXH3CE/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-6&pf_rd_r=1SYBQT4HG96A61NP89ZB&pf_rd_t=101&pf_rd_p=138826091&pf_rd_i=573412,174,2,1,0,29,3,12,3,3,0,1,0,101,1,23,5.34389,1,6,3.33,13,8.33,0,1,19,0,2,1,114,6,20,2,malicious
50024,http://astore.amazon.co.uk/allezvinsfrenchr/detail/0953518213/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.7853900000000005,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
50033,http://amazon.co.uk/o/ASIN/B000MRNTIQ/ref=s9_asin_image_3/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-6&pf_rd_r=1YYN4TH2DEE54RAKM1NJ&pf_rd_t=101&pf_rd_p=137836691&pf_rd_i=468294,184,2,0,0,39,4,12,3,4,0,1,0,225,1,23,5.361269999999998,1,6,3.33,19,8.5,0,1,19,0,2,1,114,6,20,2,malicious
50101,http://amazon.co.uk/Atari-Mercury-PSP/dp/B0006GQN5E/ref=br_lf_m_1278001_1_11_ttl/202-2513040-1206232?_encoding=UTF8&m=A3P5ROKL5A1OLE&s=videogames&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-2&pf_rd_r=1DYSX37MT9E9Z257XG1W&pf_rd_t=1401&pf_rd_p=137207291&pf_rd_i=1278001,254,2,1,0,62,4,12,3,4,0,1,0,101,1,29,5.40555,1,6,3.33,28,14.25,0,1,19,0,2,1,161,9,20,2,malicious
50112,http://astore.amazon.co.uk/ukvisit-21/detail/B000CP7DRG/203-6933174-0803961,68,3,0,0,30,3,19,4,3,0,0,0,101,1,12,4.91678,1,6,4.0,10,8.67,0,1,19,0,2,0,0,0,0,0,malicious
50125,http://astore.amazon.co.uk/allezvinsfrenchr/detail/1863963545/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.79145,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
50131,http://amazon.co.uk/b/ref=amb_link_19387965_2/202-2513040-1206232?ie=UTF8&node=11056131&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=right-4&pf_rd_r=0W56QHFX0DZT51BCRXTA&pf_rd_t=101&pf_rd_p=114381791&pf_rd_i=501128,193,2,0,0,27,2,12,3,2,0,1,0,101,1,25,5.28736,1,6,3.33,23,12.0,0,1,19,0,2,1,135,8,20,2,malicious
50139,http://amazon.co.uk/Sega-Virtua-Tennis-3-PS3/dp/B000H61P8I/ref=pd_ts_c_th_10/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=right-3&pf_rd_r=141KH6V88VFA1WH7M62S&pf_rd_t=101&pf_rd_p=114337991&pf_rd_i=16423381,204,2,1,0,58,4,12,3,4,0,1,0,225,1,27,5.24803,1,6,3.33,24,13.25,0,1,19,0,2,1,115,6,20,2,malicious
50145,http://ancestry.co.uk/search/db.aspx?dbid=19552,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.522,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
50199,http://amazon.co.uk/b/ref=amb_link_22202665_37/202-2513040-1206232?ie=UTF8&node=11052631&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-11&pf_rd_r=07H5DDC3G33KQ2MCWZ8S&pf_rd_t=101&pf_rd_p=136376591&pf_rd_i=11052591,198,2,0,0,28,2,12,3,2,0,1,0,225,1,26,5.22654,1,6,3.33,24,12.5,0,1,19,0,2,1,139,8,20,2,malicious
50203,http://amazon.co.uk/gp/offer-listing/B000A5RLHK/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-3&pf_rd_r=0W13SH5DRDZD75XPABRE&pf_rd_t=101&pf_rd_p=120326091&pf_rd_i=557304,174,2,1,0,29,3,12,3,3,0,1,0,101,1,23,5.2290199999999984,1,6,3.33,13,8.33,0,1,19,0,2,1,114,6,20,2,malicious
50219,http://astore.amazon.co.uk/allezvinsfrenchr/detail/0304355410/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.73151,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
50226,http://astore.amazon.co.uk/allezvinsfrenchr/detail/0747804494/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.71439,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
50304,http://amazon.co.uk/James-Martin-Desserts/dp/1844004635/ref=pd_ts_c_th_7/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=right-5&pf_rd_r=0BG9PK6ASB5EWCHS0YTD&pf_rd_t=101&pf_rd_p=114967791&pf_rd_i=468294,198,2,1,0,54,4,12,3,4,0,1,0,101,1,26,5.30778,1,6,3.33,21,12.25,0,1,19,0,2,1,113,6,20,2,malicious
50319,http://amazon.co.uk/gp/product/B000G8OYZS/ref=amb_link_41403365_3/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-3&pf_rd_r=0AXF32ZAFNRTNZ8401Y3&pf_rd_t=101&pf_rd_p=139204891&pf_rd_i=229816,192,2,1,0,47,4,12,3,4,0,1,0,225,1,24,5.24731,1,6,3.33,23,10.5,0,1,19,0,2,1,114,6,20,2,malicious
50365,http://astore.amazon.co.uk/allezvinsfrenchr/detail/1852862912/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.7853900000000005,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
50425,http://ancestry.co.uk/search/db.aspx?dbid=22108,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.522,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
50426,http://ancestry.co.uk/search/db.aspx?dbid=50179,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.56455,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
50447,http://amazon.co.uk/s/ref=amb_link_41197665_2/202-2513040-1206232?ie=UTF8&search-alias=dvd&field-asin=B000FJHEB4%7CB000NIVOA4&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=right-2&pf_rd_r=1H472J81FPQXK330FR7D&pf_rd_t=101&pf_rd_p=138128091&pf_rd_i=501888,231,2,0,0,27,2,12,3,2,0,1,0,101,1,30,5.42948,1,6,3.33,23,12.0,0,1,19,0,2,1,173,9,23,2,malicious
50450,http://ancestry.co.uk/search/locality/dbpage.aspx?i=h&tp=2&p=51,56,3,0,0,17,2,14,3,2,0,1,0,225,1,10,4.54539,1,8,4.0,8,7.0,0,1,11,1,0,1,14,3,2,0,malicious
50478,http://astore.amazon.co.uk/ukvisit-21/detail/B000IB0ECU/203-6933174-0803961,68,3,0,0,30,3,19,4,3,0,0,0,101,1,12,4.86156,1,6,4.0,10,8.67,0,1,19,0,2,0,0,0,0,0,malicious
50485,http://amazon.co.uk/gp/bestsellers/software/898186/ref=pd_ts_c_th_head/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=right-3&pf_rd_r=18YYE6XB81KF0XE1N03G&pf_rd_t=101&pf_rd_p=114427391&pf_rd_i=898186,196,2,1,0,52,5,12,3,5,0,1,0,225,1,24,5.21711,1,6,3.33,19,9.2,0,1,19,0,2,1,113,6,20,2,malicious
50500,http://amazon.co.uk/s/ref=amb_link_19548965_25/202-2513040-1206232?ie=UTF8&search-alias=dvd&rh=n:202716011,99,2,0,0,28,2,12,3,2,0,1,0,225,1,16,5.09146,1,6,3.33,24,12.5,0,1,19,0,2,1,40,3,11,1,malicious
50507,http://astore.amazon.co.uk/allezvinsfrenchr/detail/B0002475ZC/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.8534,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
50596,http://astore.amazon.co.uk/allezvinsfrenchr/detail/1840782692/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.77809,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
50598,http://ancestry.co.uk/search/db.aspx?dbid=28721,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.522,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
50614,http://astore.amazon.co.uk/allezvinsfrenchr/detail/0192854216/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.79347,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
50658,http://astore.amazon.co.uk/ukvisit-21/listmania/3IGPBRGPEY8W3/203-6933174-0803961,74,3,0,0,36,3,19,4,3,0,0,0,101,1,12,4.97238,1,6,4.0,13,10.67,0,1,19,0,2,0,0,0,0,0,malicious
50715,http://amazon.co.uk/s/ref=br_nf_0_more/202-2513040-1206232?_encoding=UTF8&field-releasedate=13x-7x&node=526776&rank=salesrank&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-9&pf_rd_r=1SX1XKAKKHFYS2GYFQ9S&pf_rd_t=101&pf_rd_p=128560691&pf_rd_i=526776,232,2,0,0,20,2,12,3,2,0,1,0,225,1,30,5.30673,1,6,3.33,16,8.5,0,1,19,0,2,1,181,10,20,2,malicious
50797,http://ancestry.co.uk/search/db.aspx?dbid=24957,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.56455,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
50817,http://ancestry.co.uk/search/db.aspx?dbid=10193,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.522,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
50907,http://astore.amazon.co.uk/allezvinsfrenchr/detail/1841462012/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.73959,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
